Date,Price,Date,Open,High,Low,Close price,Vol.,Change %,,Volatility,Daily volatility,,,,,,,,,,,,,,,,,
"Aug 12, 2020"," ₹ 3,380.35 ","Aug 12, 2020"," ₹ 3,355.46 "," ₹ 3,387.89 "," ₹ 3,355.46 "," ₹ 3,380.35 ",-,1.40%,1%,32.43,1.00%,,,,,,,,,,,,,,,,,
"Aug 11, 2020"," ₹ 3,333.69 ","Aug 11, 2020"," ₹ 3,370.34 "," ₹ 3,381.01 "," ₹ 3,326.44 "," ₹ 3,333.69 ",-,-0.80%,1%,54.57,1.60%,,,,,,,,,,,,,,,,,
"Aug 10, 2020"," ₹ 3,360.47 ","Aug 10, 2020"," ₹ 3,356.04 "," ₹ 3,363.29 "," ₹ 3,335.44 "," ₹ 3,360.47 ",-,0.27%,0%,27.85,0.80%,,,,,,,,,,,,,,,,,
"Aug 07, 2020"," ₹ 3,351.28 ","Aug 07, 2020"," ₹ 3,340.05 "," ₹ 3,352.54 "," ₹ 3,328.72 "," ₹ 3,351.28 ",-,0.06%,0%,23.82,0.70%,,,,,,,,,,,,,,,,,
"Aug 06, 2020"," ₹ 3,349.16 ","Aug 06, 2020"," ₹ 3,323.17 "," ₹ 3,351.03 "," ₹ 3,318.14 "," ₹ 3,349.16 ",-,0.64%,1%,32.89,1.00%,,,,,,,,,,,,,,,,,
"Aug 05, 2020"," ₹ 3,327.77 ","Aug 05, 2020"," ₹ 3,317.37 "," ₹ 3,330.77 "," ₹ 3,317.37 "," ₹ 3,327.77 ",-,0.64%,1%,13.4,0.40%,,,,,,,,,,,,,,,,,
"Aug 04, 2020"," ₹ 3,306.51 ","Aug 04, 2020"," ₹ 3,289.92 "," ₹ 3,306.84 "," ₹ 3,286.37 "," ₹ 3,306.51 ",-,0.36%,0%,20.47,0.60%,,,,,,,,,,,,,,,,,
"Aug 03, 2020"," ₹ 3,294.61 ","Aug 03, 2020"," ₹ 3,288.26 "," ₹ 3,302.73 "," ₹ 3,284.53 "," ₹ 3,294.61 ",-,0.72%,1%,18.2,0.60%,,,,,,,,,,,,,,,,,
"Jul 31, 2020"," ₹ 3,271.12 ","Jul 31, 2020"," ₹ 3,270.45 "," ₹ 3,272.17 "," ₹ 3,220.26 "," ₹ 3,271.12 ",-,0.77%,1%,51.91,1.60%,,,,,,,,,,,,,,,,,
"Jul 30, 2020"," ₹ 3,246.22 ","Jul 30, 2020"," ₹ 3,231.76 "," ₹ 3,250.92 "," ₹ 3,204.13 "," ₹ 3,246.22 ",-,-0.38%,0%,46.79,1.40%,,,,,,,,,,,,,,,,,
"Jul 29, 2020"," ₹ 3,258.44 ","Jul 29, 2020"," ₹ 3,227.22 "," ₹ 3,264.74 "," ₹ 3,227.22 "," ₹ 3,258.44 ",-,1.24%,1%,37.52,1.20%,,,,,,,,,,,,,,,,,
"Jul 28, 2020"," ₹ 3,218.44 ","Jul 28, 2020"," ₹ 3,234.27 "," ₹ 3,243.72 "," ₹ 3,216.17 "," ₹ 3,218.44 ",-,-0.65%,1%,27.55,0.90%,,,,,,,,,,,,,,,,,
"Jul 27, 2020"," ₹ 3,239.41 ","Jul 27, 2020"," ₹ 3,219.84 "," ₹ 3,241.43 "," ₹ 3,214.25 "," ₹ 3,239.41 ",-,0.74%,1%,27.18,0.80%,,,,,,,,,,,,,,,,,
"Jul 24, 2020"," ₹ 3,215.63 ","Jul 24, 2020"," ₹ 3,218.58 "," ₹ 3,227.26 "," ₹ 3,200.05 "," ₹ 3,215.63 ",-,-0.62%,1%,27.21,0.80%,,,,,,,,,,,,,,,,,
"Jul 23, 2020"," ₹ 3,235.66 ","Jul 23, 2020"," ₹ 3,271.64 "," ₹ 3,279.99 "," ₹ 3,222.66 "," ₹ 3,235.66 ",-,-1.23%,1%,57.33,1.80%,,,,,,,,,,,,,,,,,
"Jul 22, 2020"," ₹ 3,276.02 ","Jul 22, 2020"," ₹ 3,254.86 "," ₹ 3,279.32 "," ₹ 3,253.10 "," ₹ 3,276.02 ",-,0.57%,1%,26.22,0.80%,,,,,,,,,,,,,,,,,
"Jul 21, 2020"," ₹ 3,257.30 ","Jul 21, 2020"," ₹ 3,268.52 "," ₹ 3,277.29 "," ₹ 3,247.77 "," ₹ 3,257.30 ",-,0.17%,0%,29.52,0.90%,,,,,,,,,,,,,,,,,
"Jul 20, 2020"," ₹ 3,251.84 ","Jul 20, 2020"," ₹ 3,224.29 "," ₹ 3,258.61 "," ₹ 3,215.16 "," ₹ 3,251.84 ",-,0.84%,1%,43.45,1.30%,,,,,,,,,,,,,,,,,
"Jul 17, 2020"," ₹ 3,224.73 ","Jul 17, 2020"," ₹ 3,224.21 "," ₹ 3,233.52 "," ₹ 3,205.65 "," ₹ 3,224.73 ",-,0.28%,0%,27.87,0.90%,,,,,,,,,,,,,,,,,
"Jul 16, 2020"," ₹ 3,215.57 ","Jul 16, 2020"," ₹ 3,208.36 "," ₹ 3,220.39 "," ₹ 3,198.59 "," ₹ 3,215.57 ",-,-0.34%,0%,21.8,0.70%,,,,,,,,,,,,,,,,,
"Jul 15, 2020"," ₹ 3,226.56 ","Jul 15, 2020"," ₹ 3,225.98 "," ₹ 3,238.28 "," ₹ 3,200.76 "," ₹ 3,226.56 ",-,0.91%,1%,37.52,1.20%,,,,,,,,,,,,,,,,,
"Jul 14, 2020"," ₹ 3,197.52 ","Jul 14, 2020"," ₹ 3,141.11 "," ₹ 3,200.95 "," ₹ 3,127.66 "," ₹ 3,197.52 ",-,1.34%,1%,73.29,2.30%,,,,,,,,,,,,,,,,,
"Jul 13, 2020"," ₹ 3,155.22 ","Jul 13, 2020"," ₹ 3,205.08 "," ₹ 3,235.32 "," ₹ 3,149.43 "," ₹ 3,155.22 ",-,-0.94%,1%,85.89,2.70%,,,,,,,,,,,,,,,,,
"Jul 10, 2020"," ₹ 3,185.04 ","Jul 10, 2020"," ₹ 3,152.47 "," ₹ 3,186.82 "," ₹ 3,136.22 "," ₹ 3,185.04 ",-,1.05%,1%,50.6,1.60%,,,,,,,,,,,,,,,,,
"Jul 09, 2020"," ₹ 3,152.05 ","Jul 09, 2020"," ₹ 3,176.17 "," ₹ 3,179.78 "," ₹ 3,115.70 "," ₹ 3,152.05 ",-,-0.56%,1%,64.08,2.00%,,,,,,,,,,,,,,,,,
"Jul 08, 2020"," ₹ 3,169.94 ","Jul 08, 2020"," ₹ 3,153.07 "," ₹ 3,171.80 "," ₹ 3,136.53 "," ₹ 3,169.94 ",-,0.78%,1%,35.27,1.10%,,,,,,,,,,,,,,,,,
"Jul 07, 2020"," ₹ 3,145.32 ","Jul 07, 2020"," ₹ 3,166.44 "," ₹ 3,184.15 "," ₹ 3,142.93 "," ₹ 3,145.32 ",-,-1.08%,1%,41.22,1.30%,,,,,,,,,,,,,,,,,
